id	name	producturl	bigimage	categoryid1	categoryid2	description	price
H10200	P.C. ラディアント イン マスク	http://verum-ad.net/rd/helena_rd.php?p_id=H10200&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10200/H10200.jpg?20170329030001	スキンケア	スペシャル ケア	2つの植物の始原細胞*1を贅沢に配合した濃密ジェル マスク。さらなるハリ・輝き。大胆に目覚める。 ≪数々の栄誉ある2015年上半期 ベストコスメ受賞！≫肌に密着するジェルクリームのようなテクスチャーの濃密ジェルマスク。スキンケアの仕上げに塗るだけ。（洗い流し不要）湧き上がるような	12000
H10291	プロディジー セイクリッドオイル	http://verum-ad.net/rd/helena_rd.php?p_id=H10291&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10291/H10291.jpg?20170329030001	スキンケア	スペシャル ケア	大人の肌に特有な乾燥へうるおい感を。ハリ感と艶あふれるやわらかな肌へ。＜トリートメント スキンオイル＞ 古来より南太平洋諸島に伝わる「聖なるオイル」と先進テクノロジーの結晶「モレキュール バイオサップ*1」の融合。オイルなのにべたつかず、肌になじみ乾燥肌をうるおいとハリ感	20000
H10037	プレミアム UV-AG 50	http://verum-ad.net/rd/helena_rd.php?p_id=H10037&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10037/H10037.jpg?20170329030001	スキンケア	日やけ止めクリーム	潤いを保ちながら、高い密着力で紫外線をカット。[日本処方] 先進技術のUVフィルターで、エイジングケア*１をしながらUVプロテクションする日やけ止めクリーム。UVA・UVB、2種類の紫外線から肌を守りながら潤いをキープ。肌への密着力にすぐれた純白のクリームで透き通るような美しさを目指し	7500
H10070	プレミアム UV-AG 50 ヌード BB ベース	http://verum-ad.net/rd/helena_rd.php?p_id=H10070&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10070/H10070.jpg?20170329030001	スキンケア	日やけ止めクリーム	UVだけど、ヌード カバレッジ。瞬時に仕上げ、一日続く、均一でなめらか、つやめき溢れるヌード肌へ。[日本処方] ≪栄誉あるベストコスメを多数受賞！≫最強*UVフィルター、スキンケア成分で、UVによる肌ダメージをブロック＆ケアします。色ムラを均一に補正し、肌をナチュラルに整えるヌー	7500
H10175	プレミアム UV-AG ローズベース	http://verum-ad.net/rd/helena_rd.php?p_id=H10175&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10175/H10175.jpg?20170329030001	スキンケア	日やけ止めクリーム	くすみをとばし幸せな印象へ導くローズベース。つややかでなめらかな肌印象へ。[日本処方] くすんだ印象の肌色をコントロールするエイジングケア*1UV。優れた紫外線防止効果と光安定性、なめらかなテクスチャーを兼ね備えた、先進UVフィルターを採用し、ローズヴェールのようにさらりと広が	7500
H10236	UV スターター コフレ	http://verum-ad.net/rd/helena_rd.php?p_id=H10236&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10236/H10236.jpg?20170329030001	スキンケア	日やけ止めクリーム	人気No.1*1 UV BBとファンデーション、スクラブをセットで試せる限定コフレ。初めてUV BBをお使いになる方におすすめ。 [数量限定]紫外線から肌を守り透明感ある美肌へ導く。人気No.1 エイジングケア*2しながら色ムラを整えるUV BB ベース現品に、透明感とカバー力を両立させたファンデーション、シ	8000
H10240	リプラスティ CC+	http://verum-ad.net/rd/helena_rd.php?p_id=H10240&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10240/H10240.jpg?20170329030001	スキンケア	日やけ止めクリーム	しっかり守り、美しく魅せる*1 CCクリーム。 ≪栄誉あるMAQUIA 2015年上半期 ベストコスメ1位受賞！≫プロテクション+補正*1+エイジングケア*2年齢を重ねた肌の高い要求へ。1本で応えるCCクリーム。先進美容機関のラクリニック・モントルーの協力のもと開発。SPF50 / PA++++ノンコメドジェニックテスト*	12000
H20002	マジックコンシーラー	http://verum-ad.net/rd/helena_rd.php?p_id=H20002&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20002/H20002.jpg?20170329030001	メイクアップ	ベース/コンシーラー	目もとのクマも、肌の色ムラも目立たなく、自然な仕上がりへ。 空気のような軽さで肌になじみ、肌色補正効果と光の反射で目の周りのクマを明るく演出。いきいきとした輝きのまなざしへと導きます。沈静効果のあることで知られるカモミールエキス入り。容量 15mL	5000
H20174	プロディジー P.C. アイ プライマー	http://verum-ad.net/rd/helena_rd.php?p_id=H20174&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20174/H20174.jpg?20170329030001	メイクアップ	ベース/コンシーラー	スキンケアとメイクアップの融合で、瞬時に明るくいきいきとした目もとへ。 メイクアップとスキンケアのWアプローチで、瞬時に明るく、使うほどに活き活きとした目元へ。みずみずしい使い心地で目元にフィットし、アイカラーも一層映えるような仕上がり。容量 7.9mL■使用方法目元用の下地	5400
H10073	P.C. ファンデーション	http://verum-ad.net/rd/helena_rd.php?p_id=H10073&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H10073/H10073.jpg?20170329030001	メイクアップ	リキッド ファンデーション	美容液約1本分*1を贅沢に配合。肌悩みをカバーして、使うたびに、もっと美肌へ。[日本処方] スキンケア成分（植物の始原細胞*2）を贅沢に配合した、美容液ファンデーション。ファンデーションをつけている間も、落とした後もなめらかな肌へ。程よいマット感に自然なツヤを与え、使うほどに	10000
H20252	カラー クロン N	http://verum-ad.net/rd/helena_rd.php?p_id=H20252&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20252/H20252.jpg?20170329030001	メイクアップ	リキッド ファンデーション	メイクか素肌か見破らせない 美肌再現*1ファンデーション まるで何もまとっていないかのように、自然な透明感ある仕上がり。ツヤ感までも感じる輝きのある肌へ。塗布した瞬間から、メイクオフをするまで、心地よい質感を保つため、揮発する3種のオイル*2を配合。色だけでなく、質感、輝きを	7500
H20219	P.C. コンパクト (レフィル)	http://verum-ad.net/rd/helena_rd.php?p_id=H20219&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20219/H20219.jpg?20170329030001	メイクアップ	コンパクト ファンデーション	厚塗りにならず、自然なツヤ感。使うほど、しっとりなめらかな肌へ導く、美容液ファンデーションのコンパクト。[日本処方] ≪栄誉あるVOCE 2015年上半期 ベストコスメ1位を受賞！≫厚塗りにならず、自然なツヤ感。程よいマット感に自然なツヤを与えます。史上初*1、2つの植物の始原細胞*2を贅沢	8500
H20220	P.C. コンパクト ケース	http://verum-ad.net/rd/helena_rd.php?p_id=H20220&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20220/H20220.jpg?20170329030001	メイクアップ	コンパクト ファンデーション	P.C. コンパクト専用ケースです。 レフィルは別売りです。ケースには、持ち運びに便利なブラックスエード スリーブと、プレミアム クッション スポンジが1個付属されています。	1800
H20221	プレミアム クッション スポンジ	http://verum-ad.net/rd/helena_rd.php?p_id=H20221&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20221/H20221.jpg?20170329030001	メイクアップ	ブラシ・スポンジ	史上最上級*の肌ざわり。パウダーとの相性を考え、特別に開発。 P.C. コンパクト ケース、カラー クロン コンパクト ケースに合ったサイズのコンパクト ファンデーション専用スポンジです。【使用方法】・スポンジは片面（シルキー ソフト サイド）に、史上最上級の超マイクロ生地を貼付。・	800
H20015	ウォンテッド ブラッシュ	http://verum-ad.net/rd/helena_rd.php?p_id=H20015&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20015/H20015.jpg?20170329030001	メイクアップ	パウダー/チーク	光と影を操る、立体的なカラーのチーク。 ビロードのようになめらかで、肌に輝くような立体感を与えるチーク。表情に輝きを与えて、若々しい印象に見せる「グローイング」と、影によって顔を引き締まった印象に見せる「スカルプティング」が、エイジサインにアプローチします。プロのメイ	5900
H20161	プロディジー ルース パウダー EX パフ（付属ケース付）	http://verum-ad.net/rd/helena_rd.php?p_id=H20161&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20161/H20161.jpg?20170329030001	メイクアップ	パウダー/チーク	プロディジー ルースパウダー EX用パフ（付属ケース付）。 持ち運びに便利な付属のパフケースがセットになって新発売！やわらかく上質なベルベットコットンを使用した、肌あたりのなめらかな専用パフ。	1200
H20005	ヘレナ ルビンスタイン アイブロウ	http://verum-ad.net/rd/helena_rd.php?p_id=H20005&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20005/H20005.jpg?20170329030001	メイクアップ	アイ メイク	思い通りの眉をフィックス＆キープ。 ほどよい硬さで思い通りに美しい眉へ。ブラシつき。	3000
H20041	ウォンテッド アイズ パレット	http://verum-ad.net/rd/helena_rd.php?p_id=H20041&utm_source=helenarubinstein&utm_medium=cpc&utm_campaign=criteo	http://www.helenarubinstein.jp/static/product_images/default/H20041/H20041.jpg?20170329030001	メイクアップ	アイ メイク	色と光の魔術。輝きと陰影を操る華麗で洗練されたまなざし。 ハイライトから引き締める色まで、同系色のグラデーションに異なるパールを加えた4色が、まぶたに溶け込むようになじみ、奥ゆきのある印象的な目もとに仕上げる、日本女性の為に開発されたアイシャドウ パレット。	7500
